phase,scheduler,n_ues,spatial,traffic,run_id,cell_throughput_mbps,jain_index,mean_delay_ms,plr,n_ues_active,n_ues_total
phase2_group_a,pss,10,uniform,homogeneous,19,12.3914,0.727704,3.2225,0.005103,10,10
phase2_group_a,pss,10,uniform,homogeneous,20,14.2255,0.809026,3.2152,0.002066,10,10
phase2_group_a,pss,20,uniform,homogeneous,1,12.9032,0.733332,3.1726,0.003534,20,20
phase2_group_a,pss,20,uniform,homogeneous,2,16.5335,0.721074,3.1906,0.001996,20,20
phase2_group_a,pss,20,uniform,homogeneous,3,17.6843,0.684122,3.1852,0.002039,20,20
phase2_group_a,pss,20,uniform,homogeneous,4,12.3302,0.812119,3.1681,0.002393,20,20
phase2_group_a,pss,20,uniform,homogeneous,5,11.3727,0.803663,3.1518,0.003153,20,20
phase2_group_a,pss,20,uniform,homogeneous,6,16.8243,0.725041,3.2124,0.002248,20,20
phase2_group_a,pss,20,uniform,homogeneous,7,17.3479,0.674961,3.1593,0.001965,20,20
phase2_group_a,pss,20,uniform,homogeneous,8,14.3441,0.745324,3.1714,0.002237,20,20
phase2_group_a,pss,20,uniform,homogeneous,9,13.4097,0.687784,3.1822,0.002512,20,20
phase2_group_a,pss,20,uniform,homogeneous,10,17.1753,0.676491,3.1819,0.002056,20,20
phase2_group_a,pss,20,uniform,homogeneous,11,14.1766,0.711159,3.184,0.002495,20,20
phase2_group_a,pss,20,uniform,homogeneous,12,12.5454,0.722065,3.1696,0.002952,20,20
phase2_group_a,pss,20,uniform,homogeneous,13,12.5878,0.728922,3.1683,0.003196,20,20
phase2_group_a,pss,20,uniform,homogeneous,14,14.9854,0.596189,3.1887,0.002869,20,20
phase2_group_a,pss,20,uniform,homogeneous,15,13.7801,0.7792,3.1743,0.00252,20,20
phase2_group_a,pss,20,uniform,homogeneous,16,16.0059,0.6322,3.166,0.002411,20,20
phase2_group_a,pss,20,uniform,homogeneous,17,12.9624,0.545481,3.1925,0.003469,20,20
phase2_group_a,pss,20,uniform,homogeneous,18,12.59,0.818554,3.1515,0.002673,20,20
phase2_group_a,pss,20,uniform,homogeneous,19,15.409,0.635465,3.1728,0.002481,20,20
phase2_group_a,pss,20,uniform,homogeneous,20,15.585,0.705084,3.1758,0.002063,20,20
phase2_group_a,pss,40,uniform,homogeneous,1,13.7699,0.683556,3.1331,0.002203,40,40
phase2_group_a,pss,40,uniform,homogeneous,2,15.3174,0.724086,3.143,0.001697,40,40
phase2_group_a,pss,40,uniform,homogeneous,3,18.2803,0.718249,3.1544,0.00155,40,40
phase2_group_a,pss,40,uniform,homogeneous,4,11.5741,0.78035,3.1373,0.002579,40,40
phase2_group_a,pss,40,uniform,homogeneous,5,12.1988,0.659601,3.1441,0.002359,40,40
phase2_group_a,pss,40,uniform,homogeneous,6,14.9898,0.691165,3.1433,0.00201,40,40
phase2_group_a,pss,40,uniform,homogeneous,7,13.8047,0.698024,3.1271,0.00222,40,40
phase2_group_a,pss,40,uniform,homogeneous,8,13.8218,0.664956,3.1296,0.002178,40,40
phase2_group_a,pss,40,uniform,homogeneous,9,14.5037,0.677804,3.1468,0.002203,40,40
phase2_group_a,pss,40,uniform,homogeneous,10,16.1003,0.677224,3.1481,0.001996,40,40
phase2_group_a,pss,40,uniform,homogeneous,11,12.8079,0.709466,3.1426,0.002286,40,40
phase2_group_a,pss,40,uniform,homogeneous,12,10.8546,0.789521,3.1317,0.002455,40,40
phase2_group_a,pss,40,uniform,homogeneous,13,12.7485,0.72338,3.1401,0.00253,40,40
phase2_group_a,pss,40,uniform,homogeneous,14,14.0862,0.666382,3.1441,0.002121,40,40
phase2_group_a,pss,40,uniform,homogeneous,15,14.4905,0.700863,3.1356,0.001757,40,40
phase2_group_a,pss,40,uniform,homogeneous,16,13.7448,0.626679,3.1373,0.002233,40,40
phase2_group_a,pss,40,uniform,homogeneous,17,13.0802,0.703374,3.1348,0.002462,40,40
phase2_group_a,pss,40,uniform,homogeneous,18,14.7081,0.667621,3.141,0.002228,40,40
phase2_group_a,pss,40,uniform,homogeneous,19,13.8703,0.663465,3.1355,0.001871,40,40
phase2_group_a,pss,40,uniform,homogeneous,20,12.7178,0.72919,3.142,0.002182,40,40
phase2_group_a,rr,10,clustered,homogeneous,1,7.7066,0.655506,5.0002,0.023798,10,10
phase2_group_a,rr,10,clustered,homogeneous,2,7.7994,0.689476,5.0205,0.021245,10,10
phase2_group_a,rr,10,clustered,homogeneous,3,7.7958,0.585585,4.9625,0.024032,10,10
phase2_group_a,rr,10,clustered,homogeneous,4,9.177,0.585776,4.8249,0.021428,10,10
phase2_group_a,rr,10,clustered,homogeneous,5,9.0921,0.610846,4.8765,0.02077,10,10
phase2_group_a,rr,10,clustered,homogeneous,6,8.2434,0.592288,4.9273,0.022404,10,10
phase2_group_a,rr,10,clustered,homogeneous,7,7.7559,0.639654,5.0823,0.024425,10,10
phase2_group_a,rr,10,clustered,homogeneous,8,8.5028,0.561374,4.9249,0.022657,10,10
phase2_group_a,rr,10,clustered,homogeneous,9,7.4717,0.640451,5.0284,0.02406,10,10
phase2_group_a,rr,10,clustered,homogeneous,10,8.6573,0.657329,4.8631,0.019641,10,10
phase2_group_a,rr,10,clustered,homogeneous,11,7.8363,0.691456,5.0271,0.021502,10,10
phase2_group_a,rr,10,clustered,homogeneous,12,9.1714,0.586829,4.7733,0.021394,10,10
phase2_group_a,rr,10,clustered,homogeneous,13,7.764,0.647591,5.0403,0.021292,10,10
phase2_group_a,rr,10,clustered,homogeneous,14,8.6823,0.651323,4.884,0.019599,10,10
phase2_group_a,rr,10,clustered,homogeneous,15,8.2854,0.65807,4.9603,0.021474,10,10
phase2_group_a,rr,10,clustered,homogeneous,16,8.3288,0.649652,4.949,0.021038,10,10
phase2_group_a,rr,10,clustered,homogeneous,17,7.7724,0.608254,4.9865,0.023314,10,10
phase2_group_a,rr,10,clustered,homogeneous,18,9.0919,0.630923,4.8504,0.020521,10,10
phase2_group_a,rr,10,clustered,homogeneous,19,10.1426,0.579161,4.6466,0.018628,10,10
phase2_group_a,rr,10,clustered,homogeneous,20,9.0146,0.582269,4.7916,0.021645,10,10
phase2_group_a,rr,20,clustered,homogeneous,1,10.0641,0.684348,5.1652,0.028065,20,20
phase2_group_a,rr,20,clustered,homogeneous,2,11.3096,0.647589,5.0661,0.026801,20,20
phase2_group_a,rr,20,clustered,homogeneous,3,10.1026,0.637433,5.1712,0.028784,20,20
phase2_group_a,rr,20,clustered,homogeneous,4,11.8694,0.604354,5.0188,0.026824,20,20
phase2_group_a,rr,20,clustered,homogeneous,5,12.7715,0.607703,4.9464,0.02557,20,20
phase2_group_a,rr,20,clustered,homogeneous,6,11.1997,0.612346,5.0632,0.026647,20,20
phase2_group_a,rr,20,clustered,homogeneous,7,11.4393,0.626399,5.05,0.02724,20,20
phase2_group_a,rr,20,clustered,homogeneous,8,11.666,0.593255,5.0466,0.027653,20,20
phase2_group_a,rr,20,clustered,homogeneous,9,11.5688,0.618377,5.0684,0.026115,20,20
phase2_group_a,rr,20,clustered,homogeneous,10,12.1991,0.636482,5.0085,0.025173,20,20
phase2_group_a,rr,20,clustered,homogeneous,11,10.3053,0.700068,5.1224,0.026963,20,20
phase2_group_a,rr,20,clustered,homogeneous,12,12.0161,0.625778,4.9841,0.026218,20,20
phase2_group_a,rr,20,clustered,homogeneous,13,10.3482,0.646864,5.1327,0.028542,20,20
phase2_group_a,rr,20,clustered,homogeneous,14,11.5893,0.640674,5.0784,0.02536,20,20
phase2_group_a,rr,20,clustered,homogeneous,15,11.3047,0.621336,5.0764,0.027109,20,20
phase2_group_a,rr,20,clustered,homogeneous,16,12.2183,0.638725,5.0136,0.0246,20,20
phase2_group_a,rr,20,clustered,homogeneous,17,10.2573,0.615798,5.1225,0.028742,20,20
phase2_group_a,rr,20,clustered,homogeneous,18,11.0039,0.658934,5.09,0.026119,20,20
phase2_group_a,rr,20,clustered,homogeneous,19,11.9617,0.618282,5.0263,0.02557,20,20
phase2_group_a,rr,20,clustered,homogeneous,20,11.7566,0.616834,5.0321,0.026324,20,20
phase2_group_a,rr,40,clustered,homogeneous,1,10.928,0.682422,5.2678,0.030105,40,40
phase2_group_a,rr,40,clustered,homogeneous,2,10.7579,0.68682,5.2897,0.031038,40,40
phase2_group_a,rr,40,clustered,homogeneous,3,9.9905,0.67612,5.3686,0.032894,40,40
phase2_group_a,rr,40,clustered,homogeneous,4,10.5114,0.678117,5.3179,0.031529,40,40
phase2_group_a,rr,40,clustered,homogeneous,5,11.657,0.671738,5.1698,0.029453,40,40
phase2_group_a,rr,40,clustered,homogeneous,6,11.0908,0.652692,5.2289,0.031781,40,40
phase2_group_a,rr,40,clustered,homogeneous,7,11.0926,0.673385,5.2634,0.031111,40,40
phase2_group_a,rr,40,clustered,homogeneous,8,11.1635,0.691396,5.2499,0.029189,40,40
phase2_group_a,rr,40,clustered,homogeneous,9,11.7723,0.673112,5.1793,0.02796,40,40
phase2_group_a,rr,40,clustered,homogeneous,10,11.6579,0.674095,5.17,0.0297,40,40
phase2_group_a,rr,40,clustered,homogeneous,11,10.4903,0.679528,5.3077,0.031111,40,40
phase2_group_a,rr,40,clustered,homogeneous,12,11.4265,0.683754,5.212,0.028517,40,40
phase2_group_a,rr,40,clustered,homogeneous,13,11.0382,0.663921,5.2456,0.03168,40,40
phase2_group_a,rr,40,clustered,homogeneous,14,10.8225,0.663484,5.2711,0.032005,40,40
phase2_group_a,rr,40,clustered,homogeneous,15,10.9824,0.68241,5.2783,0.030759,40,40
phase2_group_a,rr,40,clustered,homogeneous,16,11.6247,0.669163,5.1621,0.030125,40,40
phase2_group_a,rr,40,clustered,homogeneous,17,10.4442,0.69703,5.3403,0.030474,40,40
phase2_group_a,rr,40,clustered,homogeneous,18,11.0793,0.663459,5.2395,0.030819,40,40
phase2_group_a,rr,40,clustered,homogeneous,19,11.5829,0.679075,5.1886,0.028337,40,40
phase2_group_a,rr,40,clustered,homogeneous,20,11.088,0.663127,5.2512,0.031369,40,40
phase2_group_a,rr,10,uniform,homogeneous,1,5.0118,0.647296,5.2709,0.033249,10,10
phase2_group_a,rr,10,uniform,homogeneous,2,6.4977,0.704807,5.1516,0.025601,10,10
phase2_group_a,rr,10,uniform,homogeneous,3,4.8522,0.725308,5.2146,0.032118,10,10
phase2_group_a,rr,10,uniform,homogeneous,4,4.5837,0.657579,5.3011,0.035137,10,10
phase2_group_a,rr,10,uniform,homogeneous,5,4.4349,0.670603,5.3915,0.037376,10,10
phase2_group_a,rr,10,uniform,homogeneous,6,5.7095,0.666518,5.163,0.028524,10,10
phase2_group_a,rr,10,uniform,homogeneous,7,8.6439,0.598899,4.8544,0.020828,10,10
phase2_group_a,rr,10,uniform,homogeneous,8,4.7241,0.803363,5.2718,0.032781,10,10
phase2_group_a,rr,10,uniform,homogeneous,9,5.789,0.562142,5.2077,0.031115,10,10
phase2_group_a,rr,10,uniform,homogeneous,10,8.258,0.592493,4.9547,0.022295,10,10
phase2_group_a,rr,10,uniform,homogeneous,11,5.2139,0.664131,5.229,0.034066,10,10
phase2_group_a,rr,10,uniform,homogeneous,12,5.3735,0.714698,5.2072,0.031669,10,10
phase2_group_a,rr,10,uniform,homogeneous,13,4.6842,0.604823,5.3276,0.035994,10,10
phase2_group_a,rr,10,uniform,homogeneous,14,7.5027,0.558812,4.9815,0.024905,10,10
phase2_group_a,rr,10,uniform,homogeneous,15,5.0984,0.83593,5.2474,0.029003,10,10
phase2_group_a,rr,10,uniform,homogeneous,16,6.7731,0.609921,5.0166,0.025761,10,10
phase2_group_a,rr,10,uniform,homogeneous,17,4.5615,0.536569,5.3183,0.037517,10,10
phase2_group_a,rr,10,uniform,homogeneous,18,4.1603,0.758582,5.3364,0.038755,10,10
phase2_group_a,rr,10,uniform,homogeneous,19,4.6591,0.660576,5.3545,0.036849,10,10
phase2_group_a,rr,10,uniform,homogeneous,20,5.4712,0.7559,5.2138,0.029623,10,10
phase2_group_a,rr,20,uniform,homogeneous,1,6.0901,0.682378,5.413,0.040022,20,20
phase2_group_a,rr,20,uniform,homogeneous,2,8.4106,0.6601,5.201,0.03235,20,20
phase2_group_a,rr,20,uniform,homogeneous,3,9.3563,0.604871,5.1609,0.031109,20,20
phase2_group_a,rr,20,uniform,homogeneous,4,5.768,0.765203,5.3482,0.039431,20,20
phase2_group_a,rr,20,uniform,homogeneous,5,5.2351,0.752961,5.3762,0.041527,20,20
phase2_group_a,rr,20,uniform,homogeneous,6,8.5868,0.675173,5.2237,0.030958,20,20
phase2_group_a,rr,20,uniform,homogeneous,7,9.2486,0.594104,5.154,0.030239,20,20
phase2_group_a,rr,20,uniform,homogeneous,8,7.0779,0.691032,5.292,0.034436,20,20
phase2_group_a,rr,20,uniform,homogeneous,9,6.4261,0.619976,5.3445,0.039534,20,20
phase2_group_a,rr,20,uniform,homogeneous,10,8.9867,0.602016,5.193,0.031851,20,20
phase2_group_a,rr,20,uniform,homogeneous,11,6.9274,0.646907,5.2864,0.037329,20,20
phase2_group_a,rr,20,uniform,homogeneous,12,5.9458,0.668295,5.3818,0.041714,20,20
phase2_group_a,rr,20,uniform,homogeneous,13,5.9202,0.67163,5.383,0.040979,20,20
phase2_group_a,rr,20,uniform,homogeneous,14,7.5212,0.518571,5.2925,0.036806,20,20
phase2_group_a,rr,20,uniform,homogeneous,15,6.5944,0.731739,5.3624,0.038124,20,20
phase2_group_a,rr,20,uniform,homogeneous,16,8.435,0.539425,5.178,0.035252,20,20
phase2_group_a,rr,20,uniform,homogeneous,17,6.3462,0.444312,5.3682,0.043182,20,20
phase2_group_a,rr,20,uniform,homogeneous,18,5.9467,0.780498,5.3567,0.038685,20,20
phase2_group_a,rr,20,uniform,homogeneous,19,7.8694,0.546814,5.2888,0.036638,20,20
phase2_group_a,rr,20,uniform,homogeneous,20,7.7805,0.642632,5.2479,0.034895,20,20
phase2_group_a,rr,40,uniform,homogeneous,1,6.6717,0.627979,5.6235,0.045183,40,40
phase2_group_a,rr,40,uniform,homogeneous,2,7.5375,0.678826,5.5655,0.041313,40,40
phase2_group_a,rr,40,uniform,homogeneous,3,9.6025,0.6718,5.3723,0.03319,40,40
phase2_group_a,rr,40,uniform,homogeneous,4,5.2974,0.737227,5.7384,0.050854,40,40
phase2_group_a,rr,40,uniform,homogeneous,5,5.7208,0.591446,5.6853,0.049988,40,40
phase2_group_a,rr,40,uniform,homogeneous,6,7.3661,0.64539,5.5611,0.042591,40,40
phase2_group_a,rr,40,uniform,homogeneous,7,6.7376,0.629089,5.6145,0.044271,40,40
phase2_group_a,rr,40,uniform,homogeneous,8,6.7806,0.59929,5.5837,0.044794,40,40
phase2_group_a,rr,40,uniform,homogeneous,9,7.0582,0.628562,5.6179,0.042941,40,40
phase2_group_a,rr,40,uniform,homogeneous,10,8.0707,0.626769,5.522,0.040956,40,40
phase2_group_a,rr,40,uniform,homogeneous,11,6.041,0.661771,5.6845,0.048054,40,40
phase2_group_a,rr,40,uniform,homogeneous,12,4.9437,0.747338,5.7551,0.050381,40,40
phase2_group_a,rr,40,uniform,homogeneous,13,6.0116,0.675843,5.6992,0.047697,40,40
phase2_group_a,rr,40,uniform,homogeneous,14,6.8114,0.608566,5.6133,0.044464,40,40
phase2_group_a,rr,40,uniform,homogeneous,15,7.1357,0.636432,5.581,0.042833,40,40
phase2_group_a,rr,40,uniform,homogeneous,16,6.7404,0.554614,5.5841,0.047032,40,40
phase2_group_a,rr,40,uniform,homogeneous,17,6.2824,0.636053,5.6505,0.046412,40,40
phase2_group_a,rr,40,uniform,homogeneous,18,7.2726,0.61268,5.586,0.042358,40,40
phase2_group_a,rr,40,uniform,homogeneous,19,6.8481,0.594487,5.5894,0.044391,40,40
phase2_group_a,rr,40,uniform,homogeneous,20,5.9994,0.680463,5.6668,0.047378,40,40
phase2_group_a,tta,10,clustered,homogeneous,1,15.4171,0.702124,3.3955,0.008881,10,10
phase2_group_a,tta,10,clustered,homogeneous,2,15.9144,0.782364,3.4365,0.004371,10,10
phase2_group_a,tta,10,clustered,homogeneous,3,14.101,0.706888,3.3551,0.009199,10,10
phase2_group_a,tta,10,clustered,homogeneous,4,14.0239,0.782404,3.3565,0.00759,10,10
phase2_group_a,tta,10,clustered,homogeneous,5,14.8438,0.757305,3.368,0.007525,10,10
phase2_group_a,tta,10,clustered,homogeneous,6,14.0611,0.673121,3.3772,0.007201,10,10
phase2_group_a,tta,10,clustered,homogeneous,7,15.276,0.733962,3.3969,0.009486,10,10
phase2_group_a,tta,10,clustered,homogeneous,8,12.9891,0.675438,3.3693,0.010431,10,10
phase2_group_a,tta,10,clustered,homogeneous,9,14.9241,0.715133,3.3984,0.008197,10,10
phase2_group_a,tta,10,clustered,homogeneous,10,16.1984,0.763398,3.3957,0.007037,10,10
phase2_group_a,tta,10,clustered,homogeneous,11,16.2059,0.735117,3.4032,0.006394,10,10
phase2_group_a,tta,10,clustered,homogeneous,12,13.4762,0.773727,3.346,0.006393,10,10
phase2_group_a,tta,10,clustered,homogeneous,13,15.063,0.718307,3.3966,0.007219,10,10
phase2_group_a,tta,10,clustered,homogeneous,14,15.6362,0.79022,3.3788,0.008101,10,10
phase2_group_a,tta,10,clustered,homogeneous,15,16.0467,0.760928,3.4335,0.004721,10,10
phase2_group_a,tta,10,clustered,homogeneous,16,15.4799,0.79651,3.4216,0.007916,10,10
phase2_group_a,tta,10,clustered,homogeneous,17,13.9136,0.714459,3.3836,0.007318,10,10
phase2_group_a,tta,10,clustered,homogeneous,18,15.4743,0.789407,3.3972,0.0076,10,10
phase2_group_a,tta,10,clustered,homogeneous,19,13.0366,0.770258,3.3264,0.009466,10,10
phase2_group_a,tta,10,clustered,homogeneous,20,14.0089,0.741039,3.3779,0.009573,10,10
phase2_group_a,tta,20,clustered,homogeneous,1,14.5388,0.72607,3.5904,0.01183,20,20
phase2_group_a,tta,20,clustered,homogeneous,2,14.3136,0.790666,3.5906,0.010209,20,20
phase2_group_a,tta,20,clustered,homogeneous,3,13.6406,0.689292,3.5718,0.014208,20,20
phase2_group_a,tta,20,clustered,homogeneous,4,12.7979,0.760742,3.5391,0.011693,20,20
phase2_group_a,tta,20,clustered,homogeneous,5,12.8064,0.764494,3.4743,0.013267,20,20
phase2_group_a,tta,20,clustered,homogeneous,6,13.5985,0.637872,3.545,0.009933,20,20
phase2_group_a,tta,20,clustered,homogeneous,7,13.6537,0.775486,3.5978,0.009732,20,20
phase2_group_a,tta,20,clustered,homogeneous,8,12.3438,0.710165,3.5277,0.01324,20,20
phase2_group_a,tta,20,clustered,homogeneous,9,13.4788,0.718759,3.586,0.012053,20,20
phase2_group_a,tta,20,clustered,homogeneous,10,14.2262,0.734356,3.562,0.008573,20,20
phase2_group_a,tta,20,clustered,homogeneous,11,14.9223,0.743183,3.6164,0.010382,20,20
phase2_group_a,tta,20,clustered,homogeneous,12,13.6614,0.720635,3.5447,0.008477,20,20
phase2_group_a,tta,20,clustered,homogeneous,13,13.8779,0.726637,3.6002,0.011589,20,20
phase2_group_a,tta,20,clustered,homogeneous,14,14.0876,0.786638,3.5703,0.014327,20,20
phase2_group_a,tta,20,clustered,homogeneous,15,13.844,0.731061,3.5599,0.00933,20,20
phase2_group_a,tta,20,clustered,homogeneous,16,14.0551,0.768785,3.5932,0.011651,20,20
phase2_group_a,tta,20,clustered,homogeneous,17,12.95,0.666484,3.5772,0.012126,20,20
phase2_group_a,tta,20,clustered,homogeneous,18,14.5183,0.746959,3.5808,0.010508,20,20
phase2_group_a,tta,20,clustered,homogeneous,19,13.2299,0.683967,3.5005,0.010279,20,20
phase2_group_a,tta,20,clustered,homogeneous,20,13.5984,0.696061,3.5267,0.012029,20,20
phase2_group_a,tta,40,clustered,homogeneous,1,13.4737,0.756286,3.7958,0.014068,40,40
phase2_group_a,tta,40,clustered,homogeneous,2,13.8727,0.73292,3.8295,0.012502,40,40
phase2_group_a,tta,40,clustered,homogeneous,3,13.4049,0.692887,3.7802,0.017601,40,40
phase2_group_a,tta,40,clustered,homogeneous,4,13.1519,0.697943,3.7529,0.015968,40,40
phase2_group_a,tta,40,clustered,homogeneous,5,12.9343,0.699441,3.7464,0.014065,40,40
phase2_group_a,tta,40,clustered,homogeneous,6,12.716,0.6812,3.7208,0.01354,40,40
phase2_group_a,tta,40,clustered,homogeneous,7,12.9033,0.733545,3.7979,0.014443,40,40
phase2_group_a,tta,40,clustered,homogeneous,8,13.9537,0.732246,3.8041,0.014811,40,40
phase2_group_a,tta,40,clustered,homogeneous,9,12.9518,0.713347,3.7649,0.017044,40,40
phase2_group_a,tta,40,clustered,homogeneous,10,12.8738,0.741021,3.8073,0.013487,40,40
phase2_group_a,tta,40,clustered,homogeneous,11,13.2416,0.706845,3.7985,0.014578,40,40
phase2_group_a,tta,40,clustered,homogeneous,12,13.7316,0.649173,3.757,0.013879,40,40
phase2_group_a,tta,40,clustered,homogeneous,13,13.1699,0.663444,3.7807,0.014888,40,40
phase2_group_a,tta,40,clustered,homogeneous,14,12.6983,0.72831,3.8081,0.019059,40,40
phase2_group_a,tta,40,clustered,homogeneous,15,13.6609,0.759878,3.8259,0.014632,40,40
phase2_group_a,tta,40,clustered,homogeneous,16,13.2312,0.710398,3.7799,0.014178,40,40
phase2_group_a,tta,40,clustered,homogeneous,17,13.6008,0.729389,3.838,0.013172,40,40
phase2_group_a,tta,40,clustered,homogeneous,18,12.6841,0.707891,3.7747,0.016399,40,40
phase2_group_a,tta,40,clustered,homogeneous,19,13.592,0.683066,3.7492,0.011907,40,40
phase2_group_a,tta,40,clustered,homogeneous,20,12.9172,0.676326,3.7824,0.016947,40,40
phase2_group_a,tta,10,uniform,homogeneous,1,10.6972,0.72167,3.3417,0.016064,10,10
phase2_group_a,tta,10,uniform,homogeneous,2,13.8676,0.747054,3.3593,0.012042,10,10
phase2_group_a,tta,10,uniform,homogeneous,3,10.3828,0.799637,3.2974,0.01385,10,10
phase2_group_a,tta,10,uniform,homogeneous,4,9.8229,0.751238,3.3282,0.016653,10,10
phase2_group_a,tta,10,uniform,homogeneous,5,9.5616,0.75793,3.3315,0.016511,10,10
phase2_group_a,tta,10,uniform,homogeneous,6,12.2207,0.691161,3.3508,0.012853,10,10
phase2_group_a,tta,10,uniform,homogeneous,7,13.8637,0.776124,3.3636,0.004356,10,10
phase2_group_a,tta,10,uniform,homogeneous,8,9.8518,0.933138,3.3135,0.011301,10,10
phase2_group_a,tta,10,uniform,homogeneous,9,11.6166,0.676054,3.3662,0.013021,10,10
phase2_group_a,tta,10,uniform,homogeneous,10,14.1607,0.703965,3.3477,0.011834,10,10
phase2_group_a,tta,10,uniform,homogeneous,11,11.1194,0.722247,3.3687,0.007651,10,10
phase2_group_a,tta,10,uniform,homogeneous,12,11.5966,0.689979,3.3478,0.01049,10,10
phase2_group_a,tta,10,uniform,homogeneous,13,9.7309,0.66032,3.3164,0.020632,10,10
phase2_group_a,tta,10,uniform,homogeneous,14,13.2348,0.696006,3.3678,0.01141,10,10
phase2_group_a,tta,10,uniform,homogeneous,15,11.2393,0.841703,3.3546,0.006315,10,10
phase2_group_a,tta,10,uniform,homogeneous,16,12.3669,0.882754,3.3276,0.007891,10,10
phase2_group_a,tta,10,uniform,homogeneous,17,9.3827,0.652843,3.3416,0.017535,10,10
phase2_group_a,tta,10,uniform,homogeneous,18,8.8535,0.898326,3.3022,0.016282,10,10
phase2_group_a,tta,10,uniform,homogeneous,19,9.9996,0.745742,3.331,0.019265,10,10
phase2_group_a,tta,10,uniform,homogeneous,20,11.8974,0.753347,3.3606,0.007335,10,10
phase2_group_a,tta,20,uniform,homogeneous,1,9.1079,0.777558,3.4641,0.023753,20,20
phase2_group_a,tta,20,uniform,homogeneous,2,11.9119,0.786865,3.5392,0.013269,20,20
phase2_group_a,tta,20,uniform,homogeneous,3,12.3846,0.712028,3.529,0.011751,20,20
phase2_group_a,tta,20,uniform,homogeneous,4,8.8808,0.853151,3.4897,0.01583,20,20
phase2_group_a,tta,20,uniform,homogeneous,5,8.1493,0.895455,3.4834,0.019487,20,20
phase2_group_a,tta,20,uniform,homogeneous,6,12.3628,0.76581,3.543,0.014321,20,20
phase2_group_a,tta,20,uniform,homogeneous,7,11.5685,0.742347,3.4696,0.010576,20,20
phase2_group_a,tta,20,uniform,homogeneous,8,10.2347,0.807493,3.4947,0.016723,20,20
phase2_group_a,tta,20,uniform,homogeneous,9,9.3925,0.715838,3.5402,0.020152,20,20
phase2_group_a,tta,20,uniform,homogeneous,10,11.9461,0.673975,3.4995,0.01576,20,20
phase2_group_a,tta,20,uniform,homogeneous,11,10.2132,0.724157,3.5354,0.017541,20,20
phase2_group_a,tta,20,uniform,homogeneous,12,8.5838,0.742347,3.4504,0.027526,20,20
phase2_group_a,tta,20,uniform,homogeneous,13,8.7889,0.775563,3.4897,0.023802,20,20
phase2_group_a,tta,20,uniform,homogeneous,14,9.9253,0.688637,3.5427,0.019822,20,20
phase2_group_a,tta,20,uniform,homogeneous,15,10.0217,0.855512,3.463,0.016278,20,20
phase2_group_a,tta,20,uniform,homogeneous,16,9.53,0.879974,3.4642,0.015357,20,20
phase2_group_a,tta,20,uniform,homogeneous,17,7.6349,0.771772,3.516,0.026457,20,20
phase2_group_a,tta,20,uniform,homogeneous,18,8.7825,0.943227,3.5145,0.017749,20,20
phase2_group_a,tta,20,uniform,homogeneous,19,9.9404,0.72122,3.4545,0.023321,20,20
phase2_group_a,tta,20,uniform,homogeneous,20,11.3507,0.703826,3.5573,0.014254,20,20
phase2_group_a,tta,40,uniform,homogeneous,1,8.4447,0.834511,3.6927,0.033236,40,40
phase2_group_a,tta,40,uniform,homogeneous,2,10.5717,0.771673,3.744,0.021621,40,40
phase2_group_a,tta,40,uniform,homogeneous,3,12.2327,0.751625,3.7614,0.017391,39,40
phase2_group_a,tta,40,uniform,homogeneous,4,8.0769,0.815769,3.6802,0.029462,40,40
phase2_group_a,tta,40,uniform,homogeneous,5,7.6737,0.802424,3.7111,0.032594,40,40
phase2_group_a,tta,40,uniform,homogeneous,6,9.6925,0.811904,3.7023,0.029947,40,40
phase2_group_a,tta,40,uniform,homogeneous,7,8.7279,0.840915,3.6864,0.023988,40,40
phase2_group_a,tta,40,uniform,homogeneous,8,8.0635,0.856826,3.672,0.030326,40,40
phase2_group_a,tta,40,uniform,homogeneous,9,9.5107,0.7501,3.7046,0.027559,40,40
phase2_group_a,tta,40,uniform,homogeneous,10,10.1561,0.764536,3.7429,0.028665,40,40
phase2_group_a,tta,40,uniform,homogeneous,11,8.5282,0.744378,3.6982,0.032985,40,40
phase2_group_a,tta,40,uniform,homogeneous,12,7.2238,0.83187,3.6524,0.032859,40,40
phase2_group_a,tta,40,uniform,homogeneous,13,8.2564,0.819681,3.6641,0.030338,40,40
phase2_group_a,tta,40,uniform,homogeneous,14,9.0696,0.743617,3.7232,0.026039,40,40
phase2_group_a,tta,40,uniform,homogeneous,15,9.5394,0.778215,3.7,0.022614,40,40
phase2_group_a,tta,40,uniform,homogeneous,16,7.7648,0.879864,3.6809,0.029637,40,40
phase2_group_a,tta,40,uniform,homogeneous,17,8.0889,0.858937,3.6984,0.028521,40,40
phase2_group_a,tta,40,uniform,homogeneous,18,9.0916,0.832466,3.7297,0.027536,40,40
phase2_group_a,tta,40,uniform,homogeneous,19,8.2593,0.788582,3.685,0.031635,40,40
phase2_group_a,tta,40,uniform,homogeneous,20,8.7395,0.75851,3.7179,0.026531,40,40
phase3_group_b,bet,10,clustered,heterogeneous,1,5.0305,0.765243,4.8365,0.014579,10,10
phase3_group_b,bet,10,clustered,heterogeneous,2,5.3069,0.761673,4.8398,0.012506,10,10
phase3_group_b,bet,10,clustered,heterogeneous,3,4.4948,0.772658,4.7899,0.017769,10,10
