phase,scheduler,n_ues,spatial,traffic,run_id,cell_throughput_mbps,jain_index,mean_delay_ms,plr,n_ues_active,n_ues_total
phase2_group_a,mt,20,clustered,homogeneous,14,11.2395,0.165021,4.0233,0.0,7,20
phase2_group_a,mt,20,clustered,homogeneous,15,11.2325,0.154232,4.1533,0.0,8,20
phase2_group_a,mt,20,clustered,homogeneous,16,11.1792,0.152734,3.8735,-0.000175,7,20
phase2_group_a,mt,20,clustered,homogeneous,17,11.2018,0.123445,4.1307,0.0,6,20
phase2_group_a,mt,20,clustered,homogeneous,18,11.2282,0.174152,3.9888,4.4e-05,8,20
phase2_group_a,mt,20,clustered,homogeneous,19,10.8524,0.095811,3.8061,0.0,6,20
phase2_group_a,mt,20,clustered,homogeneous,20,10.9738,0.084422,3.9975,0.0,7,20
phase2_group_a,mt,40,clustered,homogeneous,1,11.1577,0.062883,3.7635,-0.000173,7,40
phase2_group_a,mt,40,clustered,homogeneous,2,10.9778,0.038136,4.0979,-8.6e-05,15,40
phase2_group_a,mt,40,clustered,homogeneous,3,11.2371,0.067925,4.3105,0.0,12,40
phase2_group_a,mt,40,clustered,homogeneous,4,10.9157,0.043332,3.692,0.000171,11,40
phase2_group_a,mt,40,clustered,homogeneous,5,10.7794,0.046246,3.7184,0.0,4,40
phase2_group_a,mt,40,clustered,homogeneous,6,11.0194,0.058012,3.7675,0.0,8,40
phase2_group_a,mt,40,clustered,homogeneous,7,11.069,0.048166,3.9924,-8.6e-05,11,40
phase2_group_a,mt,40,clustered,homogeneous,8,11.0954,0.063733,4.0707,0.0,7,40
phase2_group_a,mt,40,clustered,homogeneous,9,10.5626,0.030382,3.7045,0.0,8,40
phase2_group_a,mt,40,clustered,homogeneous,10,11.1374,0.067312,3.8506,0.0,7,40
phase2_group_a,mt,40,clustered,homogeneous,11,11.273,0.088626,4.2699,-4.4e-05,12,40
phase2_group_a,mt,40,clustered,homogeneous,12,11.1408,0.05804,4.1848,0.0,9,40
phase2_group_a,mt,40,clustered,homogeneous,13,11.3159,0.082171,4.174,-8.8e-05,11,40
phase2_group_a,mt,40,clustered,homogeneous,14,11.0867,0.075457,3.8011,0.0,7,40
phase2_group_a,mt,40,clustered,homogeneous,15,11.0261,0.06032,3.8632,0.0,9,40
phase2_group_a,mt,40,clustered,homogeneous,16,11.1411,0.078869,3.8998,0.0,9,40
phase2_group_a,mt,40,clustered,homogeneous,17,11.247,0.0895,4.1563,0.0,13,40
phase2_group_a,mt,40,clustered,homogeneous,18,10.7381,0.031095,3.7844,-0.000211,11,40
phase2_group_a,mt,40,clustered,homogeneous,19,10.8557,0.050406,3.418,0.0,5,40
phase2_group_a,mt,40,clustered,homogeneous,20,11.2685,0.099394,4.1475,0.0,12,40
phase2_group_a,mt,10,uniform,homogeneous,1,11.1498,0.214363,3.4064,4.2e-05,6,10
phase2_group_a,mt,10,uniform,homogeneous,2,11.6294,0.289001,3.4726,4.2e-05,5,10
phase2_group_a,mt,10,uniform,homogeneous,3,11.0811,0.220608,3.373,0.0,6,10
phase2_group_a,mt,10,uniform,homogeneous,4,10.9065,0.161088,3.3242,0.0,8,10
phase2_group_a,mt,10,uniform,homogeneous,5,10.8558,0.161181,3.3396,0.0,7,10
phase2_group_a,mt,10,uniform,homogeneous,6,10.9565,0.156778,3.3377,-8.5e-05,5,10
phase2_group_a,mt,10,uniform,homogeneous,7,10.8227,0.196025,3.5094,0.000212,3,10
phase2_group_a,mt,10,uniform,homogeneous,8,11.3979,0.352154,3.4813,0.0,8,10
phase2_group_a,mt,10,uniform,homogeneous,9,11.0023,0.192492,3.6229,0.0,4,10
phase2_group_a,mt,10,uniform,homogeneous,10,10.334,0.10301,3.4392,0.0,5,10
phase2_group_a,mt,10,uniform,homogeneous,11,10.4946,0.11518,3.4697,-8.5e-05,9,10
phase2_group_a,mt,10,uniform,homogeneous,12,10.7694,0.131145,3.5106,0.0,6,10
phase2_group_a,mt,10,uniform,homogeneous,13,10.5682,0.118087,3.3721,4.2e-05,4,10
phase2_group_a,mt,10,uniform,homogeneous,14,10.6754,0.128755,3.7744,0.0,4,10
phase2_group_a,mt,10,uniform,homogeneous,15,11.1719,0.212135,3.3506,0.0,8,10
phase2_group_a,mt,10,uniform,homogeneous,16,10.507,0.115012,3.5063,0.0,5,10
phase2_group_a,mt,10,uniform,homogeneous,17,10.3681,0.106008,3.4436,4.2e-05,7,10
phase2_group_a,mt,10,uniform,homogeneous,18,11.091,0.235933,3.4818,4.1e-05,7,10
phase2_group_a,mt,10,uniform,homogeneous,19,11.2279,0.218544,3.4044,0.0,8,10
phase2_group_a,mt,10,uniform,homogeneous,20,11.0464,0.172072,3.2916,4.2e-05,9,10
phase2_group_a,mt,20,uniform,homogeneous,1,11.5556,0.166952,3.3651,0.0,7,20
phase2_group_a,mt,20,uniform,homogeneous,2,11.386,0.13743,3.7107,0.0,7,20
phase2_group_a,mt,20,uniform,homogeneous,3,10.257,0.050014,3.0116,0.0,2,20
phase2_group_a,mt,20,uniform,homogeneous,4,11.3149,0.129586,3.4237,0.0,13,20
phase2_group_a,mt,20,uniform,homogeneous,5,11.0298,0.088015,3.4303,0.0,12,20
phase2_group_a,mt,20,uniform,homogeneous,6,11.5087,0.146473,3.6672,0.0,9,20
phase2_group_a,mt,20,uniform,homogeneous,7,10.805,0.1033,3.6246,0.0,4,20
phase2_group_a,mt,20,uniform,homogeneous,8,11.2764,0.101433,3.4878,0.0,9,20
phase2_group_a,mt,20,uniform,homogeneous,9,11.1018,0.104185,3.6954,0.0,7,20
phase2_group_a,mt,20,uniform,homogeneous,10,10.9483,0.107609,4.1208,0.0,6,20
phase2_group_a,mt,20,uniform,homogeneous,11,11.2493,0.117366,3.7264,8.6e-05,7,20
phase2_group_a,mt,20,uniform,homogeneous,12,10.9104,0.073484,3.4925,0.0,7,20
phase2_group_a,mt,20,uniform,homogeneous,13,11.0183,0.080901,3.5392,-8.5e-05,7,20
phase2_group_a,mt,20,uniform,homogeneous,14,11.0601,0.129167,3.932,0.0,5,20
phase2_group_a,mt,20,uniform,homogeneous,15,11.8435,0.241632,3.4768,0.0,10,20
phase2_group_a,mt,20,uniform,homogeneous,16,10.8271,0.086755,3.3622,0.0,2,20
phase2_group_a,mt,20,uniform,homogeneous,17,10.3673,0.052551,3.5251,0.0,2,20
phase2_group_a,mt,20,uniform,homogeneous,18,11.6079,0.203607,3.3861,0.0,13,20
phase2_group_a,mt,20,uniform,homogeneous,19,10.4295,0.056815,3.612,0.0,4,20
phase2_group_a,mt,20,uniform,homogeneous,20,11.2452,0.133716,3.7117,0.0,6,20
phase2_group_a,mt,40,uniform,homogeneous,1,11.0878,0.045833,4.0752,0.0,11,40
phase2_group_a,mt,40,uniform,homogeneous,2,11.2225,0.067987,3.8518,0.0,12,40
phase2_group_a,mt,40,uniform,homogeneous,3,10.2622,0.025034,3.0072,0.0,4,40
phase2_group_a,mt,40,uniform,homogeneous,4,11.6557,0.090517,3.3756,0.0,10,40
phase2_group_a,mt,40,uniform,homogeneous,5,11.1918,0.067428,3.9865,0.0,5,40
phase2_group_a,mt,40,uniform,homogeneous,6,11.1106,0.06084,4.0104,0.0,12,40
phase2_group_a,mt,40,uniform,homogeneous,7,10.8729,0.052832,3.7063,0.0,5,40
phase2_group_a,mt,40,uniform,homogeneous,8,10.9323,0.04376,3.7719,0.000215,5,40
phase2_group_a,mt,40,uniform,homogeneous,9,11.1216,0.063278,3.9658,0.0,10,40
phase2_group_a,mt,40,uniform,homogeneous,10,10.6945,0.031975,4.0742,0.0,9,40
phase2_group_a,mt,40,uniform,homogeneous,11,11.6423,0.108156,3.8527,0.0,9,40
phase2_group_a,mt,40,uniform,homogeneous,12,11.4767,0.06162,3.4017,0.0,12,40
phase2_group_a,mt,40,uniform,homogeneous,13,11.4566,0.061236,3.571,0.0,12,40
phase2_group_a,mt,40,uniform,homogeneous,14,11.1715,0.074022,4.008,0.0,7,40
phase2_group_a,mt,40,uniform,homogeneous,15,10.486,0.027336,3.5174,0.0,8,40
phase2_group_a,mt,40,uniform,homogeneous,16,11.1056,0.07482,3.7039,0.0,5,40
phase2_group_a,mt,40,uniform,homogeneous,17,10.8311,0.047782,3.9781,0.0,6,40
phase2_group_a,mt,40,uniform,homogeneous,18,11.2307,0.078697,4.0412,0.0,7,40
phase2_group_a,mt,40,uniform,homogeneous,19,10.4418,0.029004,3.579,4.1e-05,4,40
phase2_group_a,mt,40,uniform,homogeneous,20,11.5018,0.068119,3.8565,0.0,10,40
phase2_group_a,pf,10,clustered,homogeneous,1,18.4963,0.73721,3.2707,0.002476,10,10
phase2_group_a,pf,10,clustered,homogeneous,2,19.1052,0.767359,3.2984,0.001618,10,10
phase2_group_a,pf,10,clustered,homogeneous,3,18.0984,0.70698,3.2521,0.002285,10,10
phase2_group_a,pf,10,clustered,homogeneous,4,19.8459,0.72733,3.2308,0.002148,10,10
phase2_group_a,pf,10,clustered,homogeneous,5,20.134,0.745725,3.2526,0.002091,10,10
phase2_group_a,pf,10,clustered,homogeneous,6,18.7631,0.729074,3.2545,0.002511,10,10
phase2_group_a,pf,10,clustered,homogeneous,7,18.6326,0.723391,3.2801,0.002503,10,10
phase2_group_a,pf,10,clustered,homogeneous,8,18.6034,0.697697,3.2423,0.00254,10,10
phase2_group_a,pf,10,clustered,homogeneous,9,18.0589,0.724909,3.2739,0.002249,10,10
phase2_group_a,pf,10,clustered,homogeneous,10,20.0445,0.748068,3.2791,0.001784,10,10
phase2_group_a,pf,10,clustered,homogeneous,11,19.1423,0.756028,3.2943,0.001885,10,10
phase2_group_a,pf,10,clustered,homogeneous,12,19.5929,0.727163,3.2233,0.00171,10,10
phase2_group_a,pf,10,clustered,homogeneous,13,18.5575,0.74236,3.2726,0.002131,10,10
phase2_group_a,pf,10,clustered,homogeneous,14,19.9577,0.745045,3.2725,0.002006,10,10
phase2_group_a,pf,10,clustered,homogeneous,15,19.6295,0.748844,3.2914,0.001679,10,10
phase2_group_a,pf,10,clustered,homogeneous,16,19.5044,0.747229,3.2829,0.001918,10,10
phase2_group_a,pf,10,clustered,homogeneous,17,18.1851,0.740118,3.254,0.001848,10,10
phase2_group_a,pf,10,clustered,homogeneous,18,20.3703,0.744961,3.2706,0.002102,10,10
phase2_group_a,pf,10,clustered,homogeneous,19,20.5604,0.735896,3.1887,0.002483,10,10
phase2_group_a,pf,10,clustered,homogeneous,20,19.5801,0.715179,3.2382,0.002342,10,10
phase2_group_a,pf,20,clustered,homogeneous,1,18.645,0.759077,3.2745,0.00284,20,20
phase2_group_a,pf,20,clustered,homogeneous,2,19.5892,0.750458,3.2776,0.002055,20,20
phase2_group_a,pf,20,clustered,homogeneous,3,18.3656,0.736016,3.2721,0.002426,20,20
phase2_group_a,pf,20,clustered,homogeneous,4,19.4069,0.739062,3.2333,0.002347,20,20
phase2_group_a,pf,20,clustered,homogeneous,5,20.1556,0.746674,3.227,0.002254,20,20
phase2_group_a,pf,20,clustered,homogeneous,6,19.0201,0.744033,3.2476,0.002276,20,20
phase2_group_a,pf,20,clustered,homogeneous,7,19.4321,0.737294,3.2644,0.002185,20,20
phase2_group_a,pf,20,clustered,homogeneous,8,19.1617,0.731285,3.2354,0.002702,20,20
phase2_group_a,pf,20,clustered,homogeneous,9,19.405,0.73943,3.2624,0.002335,20,20
phase2_group_a,pf,20,clustered,homogeneous,10,20.2153,0.758983,3.25,0.001733,20,20
phase2_group_a,pf,20,clustered,homogeneous,11,19.0614,0.76606,3.2834,0.002205,20,20
phase2_group_a,pf,20,clustered,homogeneous,12,19.8342,0.759359,3.2432,0.001479,20,20
phase2_group_a,pf,20,clustered,homogeneous,13,18.5504,0.741759,3.2644,0.002623,20,20
phase2_group_a,pf,20,clustered,homogeneous,14,19.6971,0.736384,3.2888,0.002769,20,20
phase2_group_a,pf,20,clustered,homogeneous,15,19.4102,0.741275,3.2639,0.002069,20,20
phase2_group_a,pf,20,clustered,homogeneous,16,20.3136,0.752182,3.2688,0.00225,20,20
phase2_group_a,pf,20,clustered,homogeneous,17,18.1125,0.740457,3.2523,0.002571,20,20
phase2_group_a,pf,20,clustered,homogeneous,18,19.4023,0.760058,3.2672,0.002221,20,20
phase2_group_a,pf,20,clustered,homogeneous,19,19.7494,0.768381,3.2193,0.002158,20,20
phase2_group_a,pf,20,clustered,homogeneous,20,19.6372,0.738492,3.2532,0.002913,20,20
phase2_group_a,pf,40,clustered,homogeneous,1,20.2769,0.770955,3.2444,0.002349,40,40
phase2_group_a,pf,40,clustered,homogeneous,2,20.207,0.768569,3.2586,0.001969,40,40
phase2_group_a,pf,40,clustered,homogeneous,3,19.3281,0.751334,3.26,0.002436,40,40
phase2_group_a,pf,40,clustered,homogeneous,4,19.8169,0.769334,3.2401,0.002458,40,40
phase2_group_a,pf,40,clustered,homogeneous,5,20.736,0.773371,3.2266,0.00213,40,40
phase2_group_a,pf,40,clustered,homogeneous,6,20.0194,0.757305,3.232,0.002248,40,40
phase2_group_a,pf,40,clustered,homogeneous,7,20.3581,0.764524,3.2466,0.002062,40,40
phase2_group_a,pf,40,clustered,homogeneous,8,20.7096,0.775505,3.2504,0.001925,40,40
phase2_group_a,pf,40,clustered,homogeneous,9,20.8376,0.768668,3.2391,0.002475,40,40
phase2_group_a,pf,40,clustered,homogeneous,10,20.7018,0.766474,3.2472,0.001966,40,40
phase2_group_a,pf,40,clustered,homogeneous,11,19.8254,0.76609,3.2438,0.002253,40,40
phase2_group_a,pf,40,clustered,homogeneous,12,20.7639,0.783093,3.2345,0.002117,40,40
phase2_group_a,pf,40,clustered,homogeneous,13,20.1228,0.759489,3.2391,0.002044,40,40
phase2_group_a,pf,40,clustered,homogeneous,14,19.9756,0.749946,3.2501,0.002031,40,40
phase2_group_a,pf,40,clustered,homogeneous,15,20.3954,0.772486,3.2549,0.002146,40,40
phase2_group_a,pf,40,clustered,homogeneous,16,20.6943,0.766417,3.2365,0.002066,40,40
phase2_group_a,pf,40,clustered,homogeneous,17,19.9463,0.774837,3.257,0.002021,40,40
phase2_group_a,pf,40,clustered,homogeneous,18,20.1832,0.76013,3.2452,0.002485,40,40
phase2_group_a,pf,40,clustered,homogeneous,19,20.7471,0.77807,3.2217,0.001908,40,40
phase2_group_a,pf,40,clustered,homogeneous,20,20.1978,0.751959,3.2523,0.002328,40,40
phase2_group_a,pf,10,uniform,homogeneous,1,12.987,0.716144,3.2227,0.00414,10,10
phase2_group_a,pf,10,uniform,homogeneous,2,16.4528,0.754825,3.2614,0.003518,10,10
phase2_group_a,pf,10,uniform,homogeneous,3,12.671,0.783624,3.2084,0.003797,10,10
phase2_group_a,pf,10,uniform,homogeneous,4,12.0432,0.729012,3.2209,0.004351,10,10
phase2_group_a,pf,10,uniform,homogeneous,5,11.6945,0.740259,3.2321,0.004779,10,10
phase2_group_a,pf,10,uniform,homogeneous,6,14.5077,0.733549,3.2349,0.003312,10,10
phase2_group_a,pf,10,uniform,homogeneous,7,19.3393,0.769354,3.2237,0.001331,10,10
phase2_group_a,pf,10,uniform,homogeneous,8,12.4381,0.855562,3.1816,0.003597,10,10
phase2_group_a,pf,10,uniform,homogeneous,9,14.392,0.657617,3.2544,0.003454,10,10
phase2_group_a,pf,10,uniform,homogeneous,10,18.9061,0.731356,3.2576,0.002874,10,10
phase2_group_a,pf,10,uniform,homogeneous,11,13.5224,0.758154,3.2347,0.002534,10,10
phase2_group_a,pf,10,uniform,homogeneous,12,13.8879,0.775085,3.218,0.003133,10,10
phase2_group_a,pf,10,uniform,homogeneous,13,11.9826,0.680945,3.2194,0.006073,10,10
phase2_group_a,pf,10,uniform,homogeneous,14,17.4208,0.677901,3.2531,0.003351,10,10
phase2_group_a,pf,10,uniform,homogeneous,15,13.49,0.871749,3.2078,0.002446,10,10
phase2_group_a,pf,10,uniform,homogeneous,16,16.2493,0.752338,3.2116,0.002333,10,10
phase2_group_a,pf,10,uniform,homogeneous,17,11.727,0.646618,3.2265,0.004691,10,10
phase2_group_a,pf,10,uniform,homogeneous,18,11.1068,0.823024,3.1926,0.004705,10,10
phase2_group_a,pf,10,uniform,homogeneous,19,12.2297,0.730564,3.2171,0.006167,10,10
phase2_group_a,pf,10,uniform,homogeneous,20,14.1626,0.805861,3.2147,0.002289,10,10
phase2_group_a,pf,20,uniform,homogeneous,1,12.7432,0.750825,3.2041,0.004503,20,20
phase2_group_a,pf,20,uniform,homogeneous,2,16.223,0.755244,3.2249,0.002849,20,20
phase2_group_a,pf,20,uniform,homogeneous,3,17.0854,0.745502,3.2203,0.002797,20,20
phase2_group_a,pf,20,uniform,homogeneous,4,12.2515,0.823683,3.1865,0.003194,20,20
phase2_group_a,pf,20,uniform,homogeneous,5,11.3142,0.816805,3.1781,0.004154,20,20
phase2_group_a,pf,20,uniform,homogeneous,6,16.5765,0.747685,3.2541,0.002791,20,20
phase2_group_a,pf,20,uniform,homogeneous,7,16.6473,0.748177,3.2045,0.002712,20,20
phase2_group_a,pf,20,uniform,homogeneous,8,14.1956,0.773061,3.196,0.003296,20,20
phase2_group_a,pf,20,uniform,homogeneous,9,13.0397,0.718919,3.2128,0.004125,20,20
phase2_group_a,pf,20,uniform,homogeneous,10,16.6263,0.732948,3.2236,0.003307,20,20
phase2_group_a,pf,20,uniform,homogeneous,11,13.8672,0.737608,3.2123,0.003521,20,20
phase2_group_a,pf,20,uniform,homogeneous,12,12.3205,0.747802,3.1905,0.004698,20,20
phase2_group_a,pf,20,uniform,homogeneous,13,12.3841,0.75087,3.1904,0.004528,20,20
phase2_group_a,pf,20,uniform,homogeneous,14,14.3086,0.655511,3.2317,0.003984,20,20
phase2_group_a,pf,20,uniform,homogeneous,15,13.757,0.791537,3.1971,0.003416,20,20
phase2_group_a,pf,20,uniform,homogeneous,16,15.1627,0.728938,3.1751,0.002807,20,20
phase2_group_a,pf,20,uniform,homogeneous,17,12.1816,0.642079,3.1941,0.005106,20,20
phase2_group_a,pf,20,uniform,homogeneous,18,12.5154,0.83649,3.1735,0.003528,20,20
phase2_group_a,pf,20,uniform,homogeneous,19,14.7889,0.70586,3.2029,0.004211,20,20
phase2_group_a,pf,20,uniform,homogeneous,20,15.1399,0.733644,3.2202,0.003279,20,20
phase2_group_a,pf,40,uniform,homogeneous,1,14.393,0.724855,3.1898,0.004472,40,40
phase2_group_a,pf,40,uniform,homogeneous,2,16.0417,0.75333,3.2048,0.00288,40,40
phase2_group_a,pf,40,uniform,homogeneous,3,18.6951,0.762992,3.2287,0.002595,40,40
phase2_group_a,pf,40,uniform,homogeneous,4,12.3993,0.78563,3.1721,0.004313,40,40
phase2_group_a,pf,40,uniform,homogeneous,5,12.7149,0.712299,3.1799,0.004011,40,40
phase2_group_a,pf,40,uniform,homogeneous,6,15.6384,0.724052,3.2058,0.003849,40,40
phase2_group_a,pf,40,uniform,homogeneous,7,14.4079,0.754711,3.176,0.003254,40,40
phase2_group_a,pf,40,uniform,homogeneous,8,14.2387,0.729884,3.1765,0.003558,40,40
phase2_group_a,pf,40,uniform,homogeneous,9,14.9802,0.715592,3.2067,0.0037,40,40
phase2_group_a,pf,40,uniform,homogeneous,10,16.5169,0.719272,3.2219,0.003495,40,40
phase2_group_a,pf,40,uniform,homogeneous,11,13.4937,0.726418,3.1912,0.004104,40,40
phase2_group_a,pf,40,uniform,homogeneous,12,11.5668,0.80766,3.1581,0.00423,40,40
phase2_group_a,pf,40,uniform,homogeneous,13,13.5043,0.746237,3.1845,0.004048,40,40
phase2_group_a,pf,40,uniform,homogeneous,14,14.5148,0.712381,3.1941,0.003355,40,40
phase2_group_a,pf,40,uniform,homogeneous,15,15.1203,0.752149,3.1829,0.002734,40,40
phase2_group_a,pf,40,uniform,homogeneous,16,13.9176,0.704632,3.1762,0.004083,40,40
phase2_group_a,pf,40,uniform,homogeneous,17,13.6601,0.756007,3.1699,0.00362,40,40
phase2_group_a,pf,40,uniform,homogeneous,18,15.1627,0.72017,3.1951,0.003365,40,40
phase2_group_a,pf,40,uniform,homogeneous,19,14.3397,0.721928,3.1766,0.00405,40,40
phase2_group_a,pf,40,uniform,homogeneous,20,13.4194,0.749755,3.1895,0.003705,40,40
phase2_group_a,pss,10,clustered,homogeneous,1,18.5576,0.741802,3.2703,0.002391,10,10
phase2_group_a,pss,10,clustered,homogeneous,2,19.1181,0.772253,3.2949,0.001609,10,10
phase2_group_a,pss,10,clustered,homogeneous,3,18.1938,0.709087,3.2545,0.002054,10,10
phase2_group_a,pss,10,clustered,homogeneous,4,19.9327,0.728242,3.2296,0.002368,10,10
phase2_group_a,pss,10,clustered,homogeneous,5,20.2551,0.746427,3.2495,0.00172,10,10
phase2_group_a,pss,10,clustered,homogeneous,6,18.8416,0.731133,3.2514,0.002275,10,10
phase2_group_a,pss,10,clustered,homogeneous,7,18.7134,0.726802,3.2809,0.002282,10,10
phase2_group_a,pss,10,clustered,homogeneous,8,18.7385,0.69851,3.2424,0.002053,10,10
phase2_group_a,pss,10,clustered,homogeneous,9,18.0975,0.730037,3.2718,0.002246,10,10
phase2_group_a,pss,10,clustered,homogeneous,10,20.0877,0.751985,3.2799,0.001705,10,10
phase2_group_a,pss,10,clustered,homogeneous,11,19.1727,0.76081,3.2887,0.00155,10,10
phase2_group_a,pss,10,clustered,homogeneous,12,19.6456,0.728689,3.2241,0.001579,10,10
phase2_group_a,pss,10,clustered,homogeneous,13,18.5924,0.747439,3.2675,0.002073,10,10
phase2_group_a,pss,10,clustered,homogeneous,14,20.0469,0.747607,3.2664,0.002015,10,10
phase2_group_a,pss,10,clustered,homogeneous,15,19.6261,0.754133,3.2861,0.001609,10,10
phase2_group_a,pss,10,clustered,homogeneous,16,19.5707,0.750344,3.2766,0.002048,10,10
phase2_group_a,pss,10,clustered,homogeneous,17,18.2225,0.742845,3.2519,0.001777,10,10
phase2_group_a,pss,10,clustered,homogeneous,18,20.4609,0.747089,3.2648,0.001914,10,10
phase2_group_a,pss,10,clustered,homogeneous,19,20.7143,0.733561,3.1905,0.002573,10,10
phase2_group_a,pss,10,clustered,homogeneous,20,19.7018,0.715118,3.2365,0.002334,10,10
phase2_group_a,pss,20,clustered,homogeneous,1,19.1027,0.732375,3.2155,0.001863,20,20
phase2_group_a,pss,20,clustered,homogeneous,2,20.4683,0.702865,3.2051,0.001571,20,20
phase2_group_a,pss,20,clustered,homogeneous,3,18.9761,0.695464,3.2155,0.001602,20,20
phase2_group_a,pss,20,clustered,homogeneous,4,20.6899,0.670273,3.1836,0.001314,20,20
phase2_group_a,pss,20,clustered,homogeneous,5,21.513,0.671619,3.18,0.001695,20,20
phase2_group_a,pss,20,clustered,homogeneous,6,19.9974,0.680767,3.1988,0.001278,20,20
phase2_group_a,pss,20,clustered,homogeneous,7,20.4931,0.682357,3.1905,0.001488,20,20
phase2_group_a,pss,20,clustered,homogeneous,8,20.3713,0.659799,3.1904,0.001703,20,20
phase2_group_a,pss,20,clustered,homogeneous,9,20.4886,0.681109,3.1936,0.001418,20,20
phase2_group_a,pss,20,clustered,homogeneous,10,21.3005,0.697487,3.1826,0.001178,20,20
phase2_group_a,pss,20,clustered,homogeneous,11,19.4191,0.745099,3.2223,0.001707,20,20
phase2_group_a,pss,20,clustered,homogeneous,12,20.8964,0.690616,3.1863,0.001188,20,20
phase2_group_a,pss,20,clustered,homogeneous,13,19.2448,0.703463,3.1984,0.001675,20,20
phase2_group_a,pss,20,clustered,homogeneous,14,20.7581,0.690509,3.1972,0.001542,20,20
phase2_group_a,pss,20,clustered,homogeneous,15,20.4039,0.682911,3.1995,0.00126,20,20
phase2_group_a,pss,20,clustered,homogeneous,16,21.4124,0.69411,3.2024,0.001471,20,20
phase2_group_a,pss,20,clustered,homogeneous,17,18.8541,0.68384,3.2057,0.001989,20,20
phase2_group_a,pss,20,clustered,homogeneous,18,20.1276,0.71505,3.2086,0.00156,20,20
phase2_group_a,pss,20,clustered,homogeneous,19,20.7302,0.690777,3.1823,0.001568,20,20
phase2_group_a,pss,20,clustered,homogeneous,20,20.7472,0.678695,3.1861,0.001825,20,20
phase2_group_a,pss,40,clustered,homogeneous,1,20.1678,0.723472,3.1578,0.001204,40,40
phase2_group_a,pss,40,clustered,homogeneous,2,20.0758,0.725893,3.1675,0.001328,40,40
phase2_group_a,pss,40,clustered,homogeneous,3,19.0515,0.71603,3.1776,0.001428,40,40
phase2_group_a,pss,40,clustered,homogeneous,4,19.5886,0.720812,3.1708,0.001214,40,40
phase2_group_a,pss,40,clustered,homogeneous,5,20.8141,0.714286,3.1609,0.000974,40,40
phase2_group_a,pss,40,clustered,homogeneous,6,20.1442,0.699161,3.1568,0.00135,40,40
phase2_group_a,pss,40,clustered,homogeneous,7,20.3583,0.713357,3.1711,0.001214,40,40
phase2_group_a,pss,40,clustered,homogeneous,8,20.4946,0.729505,3.1653,0.001053,40,40
phase2_group_a,pss,40,clustered,homogeneous,9,20.9646,0.713013,3.1578,0.001233,40,40
phase2_group_a,pss,40,clustered,homogeneous,10,20.9616,0.712994,3.1608,0.0012,40,40
phase2_group_a,pss,40,clustered,homogeneous,11,19.6027,0.720991,3.1687,0.001365,40,40
phase2_group_a,pss,40,clustered,homogeneous,12,20.5805,0.726187,3.1686,0.001145,40,40
phase2_group_a,pss,40,clustered,homogeneous,13,20.1522,0.706965,3.157,0.001231,40,40
phase2_group_a,pss,40,clustered,homogeneous,14,20.0272,0.704115,3.1721,0.00109,40,40
phase2_group_a,pss,40,clustered,homogeneous,15,20.2707,0.723239,3.1677,0.001226,40,40
phase2_group_a,pss,40,clustered,homogeneous,16,20.8607,0.7108,3.1651,0.001407,40,40
phase2_group_a,pss,40,clustered,homogeneous,17,19.5953,0.735379,3.1783,0.001168,40,40
phase2_group_a,pss,40,clustered,homogeneous,18,20.2679,0.705518,3.169,0.001259,40,40
phase2_group_a,pss,40,clustered,homogeneous,19,20.7698,0.722471,3.1609,0.001075,40,40
phase2_group_a,pss,40,clustered,homogeneous,20,20.3378,0.703272,3.1642,0.001483,40,40
phase2_group_a,pss,10,uniform,homogeneous,1,13.1125,0.71718,3.227,0.003439,10,10
phase2_group_a,pss,10,uniform,homogeneous,2,16.5628,0.756748,3.2601,0.003064,10,10
phase2_group_a,pss,10,uniform,homogeneous,3,12.7929,0.78234,3.2076,0.003174,10,10
phase2_group_a,pss,10,uniform,homogeneous,4,12.1655,0.729105,3.221,0.004091,10,10
phase2_group_a,pss,10,uniform,homogeneous,5,11.8228,0.739688,3.2313,0.003954,10,10
phase2_group_a,pss,10,uniform,homogeneous,6,14.6154,0.73599,3.2326,0.003156,10,10
phase2_group_a,pss,10,uniform,homogeneous,7,19.3898,0.770051,3.2223,0.001346,10,10
phase2_group_a,pss,10,uniform,homogeneous,8,12.5368,0.852998,3.1786,0.003247,10,10
phase2_group_a,pss,10,uniform,homogeneous,9,14.4897,0.661456,3.2525,0.002875,10,10
phase2_group_a,pss,10,uniform,homogeneous,10,19.0554,0.73104,3.2576,0.002463,10,10
phase2_group_a,pss,10,uniform,homogeneous,11,13.5459,0.766719,3.2372,0.002385,10,10
phase2_group_a,pss,10,uniform,homogeneous,12,13.9786,0.778649,3.2172,0.002668,10,10
phase2_group_a,pss,10,uniform,homogeneous,13,12.1637,0.681972,3.2245,0.004947,10,10
phase2_group_a,pss,10,uniform,homogeneous,14,17.5371,0.679746,3.2466,0.003184,10,10
phase2_group_a,pss,10,uniform,homogeneous,15,13.5438,0.872786,3.2067,0.002361,10,10
phase2_group_a,pss,10,uniform,homogeneous,16,16.3251,0.754209,3.2117,0.002373,10,10
phase2_group_a,pss,10,uniform,homogeneous,17,11.8245,0.650907,3.2342,0.003941,10,10
phase2_group_a,pss,10,uniform,homogeneous,18,11.2389,0.818819,3.1926,0.003999,10,10
